1,1,40.0,260.0,109.0,107.0,-1,-1,-1,-1
2,1,36.0,257.0,114.0,114.0,-1,-1,-1,-1
3,1,34.0,253.0,118.0,117.0,-1,-1,-1,-1
4,1,36.0,256.0,114.0,116.0,-1,-1,-1,-1
5,1,35.0,253.0,115.0,118.0,-1,-1,-1,-1
6,1,37.0,254.0,112.0,116.0,-1,-1,-1,-1
1,2,267.0,294.0,77.0,102.0,-1,-1,-1,-1
2,2,264.0,293.0,82.0,104.0,-1,-1,-1,-1
3,2,261.0,289.0,86.0,109.0,-1,-1,-1,-1
4,2,259.0,286.0,87.0,115.0,-1,-1,-1,-1
5,2,257.0,285.0,89.0,118.0,-1,-1,-1,-1
6,2,255.0,280.0,91.0,124.0,-1,-1,-1,-1
1,3,407.0,442.0,81.0,70.0,-1,-1,-1,-1
2,3,402.0,439.0,86.0,73.0,-1,-1,-1,-1
3,3,396.0,433.0,94.0,79.0,-1,-1,-1,-1
4,3,394.0,433.0,98.0,79.0,-1,-1,-1,-1
5,3,391.0,431.0,102.0,81.0,-1,-1,-1,-1
6,3,387.0,426.0,106.0,86.0,-1,-1,-1,-1
1,4,327.0,355.0,54.0,55.0,-1,-1,-1,-1
2,4,324.0,357.0,57.0,56.0,-1,-1,-1,-1
3,4,323.0,357.0,60.0,59.0,-1,-1,-1,-1
4,4,322.0,357.0,63.0,61.0,-1,-1,-1,-1
5,4,321.0,357.0,65.0,62.0,-1,-1,-1,-1
6,4,321.0,356.0,64.0,65.0,-1,-1,-1,-1
1,5,436.0,36.0,76.0,95.0,-1,-1,-1,-1
2,5,432.0,32.0,80.0,102.0,-1,-1,-1,-1
3,5,430.0,30.0,82.0,110.0,-1,-1,-1,-1
4,5,428.0,29.0,84.0,111.0,-1,-1,-1,-1
5,5,426.0,26.0,86.0,112.0,-1,-1,-1,-1
6,5,423.0,24.0,89.0,116.0,-1,-1,-1,-1
1,6,227.0,154.0,69.0,63.0,-1,-1,-1,-1
2,6,225.0,154.0,71.0,64.0,-1,-1,-1,-1
3,6,224.0,153.0,75.0,66.0,-1,-1,-1,-1
4,6,223.0,152.0,77.0,67.0,-1,-1,-1,-1
5,6,222.0,150.0,78.0,70.0,-1,-1,-1,-1
6,6,220.0,148.0,80.0,73.0,-1,-1,-1,-1
1,7,80.0,397.0,59.0,60.0,-1,-1,-1,-1
2,7,76.0,396.0,64.0,63.0,-1,-1,-1,-1
3,7,74.0,394.0,67.0,66.0,-1,-1,-1,-1
4,7,73.0,393.0,69.0,68.0,-1,-1,-1,-1
5,7,73.0,393.0,70.0,69.0,-1,-1,-1,-1
6,7,72.0,391.0,73.0,72.0,-1,-1,-1,-1
1,8,140.0,116.0,41.0,42.0,-1,-1,-1,-1
2,8,138.0,115.0,45.0,46.0,-1,-1,-1,-1
3,8,137.0,113.0,47.0,49.0,-1,-1,-1,-1
4,8,136.0,112.0,48.0,50.0,-1,-1,-1,-1
5,8,135.0,111.0,51.0,52.0,-1,-1,-1,-1
6,8,136.0,111.0,48.0,49.0,-1,-1,-1,-1
1,9,176.0,202.0,62.0,57.0,-1,-1,-1,-1
2,9,173.0,203.0,84.0,58.0,-1,-1,-1,-1
3,9,173.0,200.0,63.0,63.0,-1,-1,-1,-1
4,9,171.0,200.0,86.0,62.0,-1,-1,-1,-1
5,9,170.0,199.0,87.0,64.0,-1,-1,-1,-1
6,9,168.0,198.0,70.0,63.0,-1,-1,-1,-1
1,10,112.0,496.0,50.0,16.0,-1,-1,-1,-1
2,10,109.0,496.0,54.0,16.0,-1,-1,-1,-1
3,10,106.0,494.0,58.0,18.0,-1,-1,-1,-1
4,10,105.0,493.0,60.0,19.0,-1,-1,-1,-1
5,10,105.0,493.0,61.0,19.0,-1,-1,-1,-1
6,10,108.0,491.0,55.0,21.0,-1,-1,-1,-1
1,11,0.0,376.0,12.0,48.0,-1,-1,-1,-1
2,11,0.0,375.0,14.0,51.0,-1,-1,-1,-1
3,11,0.0,369.0,15.0,59.0,-1,-1,-1,-1
4,11,0.0,369.0,16.0,61.0,-1,-1,-1,-1
5,11,0.0,366.0,17.0,67.0,-1,-1,-1,-1
6,11,0.0,363.0,18.0,71.0,-1,-1,-1,-1
1,12,447.0,293.0,37.0,33.0,-1,-1,-1,-1
2,12,446.0,293.0,37.0,33.0,-1,-1,-1,-1
3,12,446.0,292.0,37.0,34.0,-1,-1,-1,-1
4,12,446.0,292.0,37.0,34.0,-1,-1,-1,-1
5,12,446.0,292.0,37.0,34.0,-1,-1,-1,-1
6,12,442.0,289.0,38.0,35.0,-1,-1,-1,-1
1,13,186.0,461.0,39.0,41.0,-1,-1,-1,-1
2,13,183.0,461.0,42.0,41.0,-1,-1,-1,-1
3,13,184.0,461.0,40.0,40.0,-1,-1,-1,-1
4,13,182.0,460.0,41.0,42.0,-1,-1,-1,-1
5,13,181.0,460.0,43.0,43.0,-1,-1,-1,-1
6,13,181.0,459.0,41.0,43.0,-1,-1,-1,-1
