1,0,40.0,260.0,109.0,107.0,0.9996979
1,0,267.0,294.0,77.0,102.0,0.9996505
1,0,407.0,442.0,81.0,70.0,0.9994228
1,0,327.0,355.0,54.0,55.0,0.99935275
1,0,436.0,36.0,76.0,95.0,0.99918514
1,0,227.0,154.0,69.0,63.0,0.9976204
1,0,80.0,397.0,59.0,60.0,0.99574333
1,0,140.0,116.0,41.0,42.0,0.9936846
1,0,176.0,202.0,62.0,57.0,0.9901434
1,0,112.0,496.0,50.0,16.0,0.9849759
1,0,0.0,376.0,12.0,48.0,0.90304434
1,0,447.0,293.0,37.0,33.0,0.9021104
1,0,186.0,461.0,39.0,41.0,0.85621464
1,0,153.0,316.0,32.0,36.0,0.6423014
1,0,317.0,400.0,43.0,34.0,0.11891831
1,0,241.0,300.0,46.0,36.0,0.11485686
1,0,378.0,334.0,13.0,14.0,0.10103792
2,0,324.0,357.0,57.0,56.0,0.99970585
2,0,36.0,257.0,114.0,114.0,0.99958354
2,0,264.0,293.0,82.0,104.0,0.9993843
2,0,402.0,439.0,86.0,73.0,0.9993709
2,0,432.0,32.0,80.0,102.0,0.99930656
2,0,225.0,154.0,71.0,64.0,0.9979851
2,0,76.0,396.0,64.0,63.0,0.99478453
2,0,138.0,115.0,45.0,46.0,0.9927394
2,0,109.0,496.0,54.0,16.0,0.98882306
2,0,173.0,203.0,84.0,58.0,0.98826164
2,0,0.0,375.0,14.0,51.0,0.9543308
2,0,446.0,293.0,37.0,33.0,0.8829162
2,0,183.0,461.0,42.0,41.0,0.8465262
2,0,153.0,316.0,34.0,38.0,0.5318478
2,0,448.0,115.0,31.0,35.0,0.28411537
2,0,378.0,335.0,12.0,13.0,0.118238956
3,0,323.0,357.0,60.0,59.0,0.9997849
3,0,396.0,433.0,94.0,79.0,0.9996779
3,0,34.0,253.0,118.0,117.0,0.9994868
3,0,261.0,289.0,86.0,109.0,0.99928755
3,0,430.0,30.0,82.0,110.0,0.9992143
3,0,224.0,153.0,75.0,66.0,0.9989894
3,0,74.0,394.0,67.0,66.0,0.99659556
3,0,173.0,200.0,63.0,63.0,0.99389243
3,0,137.0,113.0,47.0,49.0,0.993873
3,0,106.0,494.0,58.0,18.0,0.991322
3,0,0.0,369.0,15.0,59.0,0.96598566
3,0,446.0,292.0,37.0,34.0,0.901596
3,0,184.0,461.0,40.0,40.0,0.88827896
3,0,320.0,404.0,34.0,28.0,0.5485378
3,0,153.0,315.0,35.0,39.0,0.47151846
3,0,448.0,118.0,29.0,32.0,0.2486056
3,0,377.0,334.0,13.0,14.0,0.1022154
4,0,322.0,357.0,63.0,61.0,0.99974424
4,0,36.0,256.0,114.0,116.0,0.9996166
4,0,394.0,433.0,98.0,79.0,0.99955934
4,0,428.0,29.0,84.0,111.0,0.9993662
4,0,259.0,286.0,87.0,115.0,0.99922264
4,0,223.0,152.0,77.0,67.0,0.9990306
4,0,73.0,393.0,69.0,68.0,0.9976974
4,0,171.0,200.0,86.0,62.0,0.9930507
4,0,136.0,112.0,48.0,50.0,0.992599
4,0,105.0,493.0,60.0,19.0,0.99099606
4,0,0.0,369.0,16.0,61.0,0.9774024
4,0,182.0,460.0,41.0,42.0,0.88914317
4,0,446.0,292.0,37.0,34.0,0.8478881
4,0,445.0,119.0,32.0,31.0,0.6711588
4,0,152.0,316.0,34.0,37.0,0.6084527
4,0,375.0,334.0,13.0,14.0,0.167622
4,0,255.0,264.0,35.0,29.0,0.06597517
5,0,321.0,357.0,65.0,62.0,0.9997676
5,0,391.0,431.0,102.0,81.0,0.999479
5,0,426.0,26.0,86.0,112.0,0.9993837
5,0,35.0,253.0,115.0,118.0,0.99932325
5,0,257.0,285.0,89.0,118.0,0.99925536
5,0,222.0,150.0,78.0,70.0,0.9991628
5,0,73.0,393.0,70.0,69.0,0.9973545
5,0,105.0,493.0,61.0,19.0,0.9934417
5,0,170.0,199.0,87.0,64.0,0.993204
5,0,135.0,111.0,51.0,52.0,0.9904818
5,0,0.0,366.0,17.0,67.0,0.98069066
5,0,181.0,460.0,43.0,43.0,0.82551557
5,0,446.0,292.0,37.0,34.0,0.8058686
5,0,445.0,121.0,32.0,31.0,0.7251003
5,0,152.0,316.0,34.0,38.0,0.5178657
5,0,375.0,334.0,13.0,14.0,0.28313744
5,0,256.0,265.0,36.0,29.0,0.055990636
6,0,321.0,356.0,64.0,65.0,0.9997671
6,0,387.0,426.0,106.0,86.0,0.99951744
6,0,220.0,148.0,80.0,73.0,0.9994289
6,0,37.0,254.0,112.0,116.0,0.9994104
6,0,423.0,24.0,89.0,116.0,0.999363
6,0,255.0,280.0,91.0,124.0,0.99921954
6,0,72.0,391.0,73.0,72.0,0.99892235
6,0,168.0,198.0,70.0,63.0,0.99376243
6,0,136.0,111.0,48.0,49.0,0.99178034
6,0,108.0,491.0,55.0,21.0,0.9904727
6,0,0.0,363.0,18.0,71.0,0.96963084
6,0,181.0,459.0,41.0,43.0,0.9011138
6,0,442.0,289.0,38.0,35.0,0.847885
6,0,151.0,315.0,34.0,38.0,0.62778014
6,0,446.0,126.0,29.0,27.0,0.62554914
6,0,322.0,410.0,43.0,31.0,0.062291153
